Gene	Score(0.95 MoE)	0.95 MoE	p-value	FDR	Score
NOLC1		0.015640398090788574	4.988526389304599e-05	0.0019801980198019802	0.6949525862067614
AGPAT5		0.01908156580060146	4.988526389304599e-05	0.0019801980198019802	0.6942222740983635
TRMT1		0.01909209448656488	4.988526389304599e-05	0.0019801980198019802	0.6920152972755809
METTL1		0.01662832112382944	4.988526389304599e-05	0.0019801980198019802	0.6919031665386589
PUS7		0.020178314540825054	4.988526389304599e-05	0.0019801980198019802	0.6897832436189362
UTP20		0.016220338893659182	4.988526389304599e-05	0.0019801980198019802	0.6887685523222451
NCL		0.0186400601332313	4.988526389304599e-05	0.0019801980198019802	0.6863021120451694
HSPC111		0.017354839252150932	4.988526389304599e-05	0.0019801980198019802	0.6841635944458923
UBIAD1		0.018139499335182753	4.988526389304599e-05	0.0019801980198019802	0.683583714795357
KIAA0690		0.024733209691746375	4.988526389304599e-05	0.0019801980198019802	0.6818784349766803
DKC1		0.018427658038277075	4.988526389304599e-05	0.0019801980198019802	0.6814328853453613
TMEM97		0.015088439209300333	4.988526389304599e-05	0.0019801980198019802	0.6802595109769719
WDR12		0.02052311810245296	4.988526389304599e-05	0.0019801980198019802	0.6800817324988335
SLC6A15		0.016549192791541198	4.988526389304599e-05	0.0019801980198019802	0.6753140574599561
ZNF667		0.01471045776276419	4.988526389304599e-05	0.0019801980198019802	0.6741281840812379
HSPD1		0.01901791612190221	4.988526389304599e-05	0.0019801980198019802	0.6696028128266595
PEO1		0.023517787627374737	4.988526389304599e-05	0.0019801980198019802	0.6695054205894845
CHCHD8		0.02292743474551218	4.988526389304599e-05	0.0019801980198019802	0.6661424766322781
PCOLCE2		0.017568806453692094	4.988526389304599e-05	0.0019801980198019802	0.6636845153233338
GNL3			4.988526389304599e-05	0.0019801980198019802	0.6606604566344071
MGC2408			4.988526389304599e-05	0.0019801980198019802	0.6595134531954581
JTV1			4.988526389304599e-05	0.0019801980198019802	0.6586725987601166
PFKM			4.988526389304599e-05	0.0019801980198019802	0.658005472627508
C11ORF48			4.988526389304599e-05	0.0019801980198019802	0.6572970035196756
WDR74			4.988526389304599e-05	0.0019801980198019802	0.6568619979431385
BOP1			4.988526389304599e-05	0.0019801980198019802	0.6559400965731019
STX5			4.988526389304599e-05	0.0019801980198019802	0.6551409133296716
NLE1			4.988526389304599e-05	0.0019801980198019802	0.6550966563557105
EDNRA			4.988526389304599e-05	0.0019801980198019802	0.6549357657063547
NAT10			4.988526389304599e-05	0.0019801980198019802	0.6547841750076668
SLC19A1			4.988526389304599e-05	0.0019801980198019802	0.6546527153469218
PA2G4			4.988526389304599e-05	0.0019801980198019802	0.6535761238878443
BID			4.988526389304599e-05	0.0019801980198019802	0.652577996605441
FARSLB			4.988526389304599e-05	0.0019801980198019802	0.6518477965600333
JPH1			4.988526389304599e-05	0.0019801980198019802	0.6516617972337514
NPM1			4.988526389304599e-05	0.0019801980198019802	0.6515639154030244
MRPS26			4.988526389304599e-05	0.0019801980198019802	0.6500306086820077
DHODH			4.988526389304599e-05	0.0019801980198019802	0.6491198834865288
CAD			4.988526389304599e-05	0.0019801980198019802	0.6472761236422233
C12ORF24			4.988526389304599e-05	0.0019801980198019802	0.6447991095075026
PMM2			4.988526389304599e-05	0.0019801980198019802	0.6442997379309336
ATIC			4.988526389304599e-05	0.0019801980198019802	0.6438210632044676
C16ORF14			4.988526389304599e-05	0.0019801980198019802	0.6436741663099882
HSPA1A			4.988526389304599e-05	0.0019801980198019802	0.6425778086835563
MGC16597			4.988526389304599e-05	0.0019801980198019802	0.6394706549138347
HS6ST2			4.988526389304599e-05	0.0019801980198019802	0.6373895327270797
ABCC4			4.988526389304599e-05	0.0019801980198019802	0.6359172615656202
IGFBP5			4.988526389304599e-05	0.0019801980198019802	0.6355561847757644
HSPBAP1			4.988526389304599e-05	0.0019801980198019802	0.6345506888062546
ZCD1			4.988526389304599e-05	0.0019801980198019802	0.6341895641594351
ALDH1B1			4.988526389304599e-05	0.0019801980198019802	0.633602205747418
DDX10			4.988526389304599e-05	0.0019801980198019802	0.6316307033796449
EARS2			4.988526389304599e-05	0.0019801980198019802	0.6301912757269232
PUS1			4.988526389304599e-05	0.0019801980198019802	0.6294057930822209
SLC1A3			4.988526389304599e-05	0.0019801980198019802	0.6292749244063607
TMEM5			4.988526389304599e-05	0.0019801980198019802	0.6256143157954374
FLAD1			4.988526389304599e-05	0.0019801980198019802	0.625026150914676
FKBP4			4.988526389304599e-05	0.0019801980198019802	0.6249260889413947
TAF4B			4.988526389304599e-05	0.0019801980198019802	0.6248422184941661
DDX18			4.988526389304599e-05	0.0019801980198019802	0.624115332527981
C1ORF33			4.988526389304599e-05	0.0019801980198019802	0.622527879541052
ALG1			4.988526389304599e-05	0.0019801980198019802	0.6225139318855618
TALDO1			4.988526389304599e-05	0.0019801980198019802	0.621295579492428
PAICS			4.988526389304599e-05	0.0019801980198019802	0.6195201011017237
WDR3			4.988526389304599e-05	0.0019801980198019802	0.6190532477888372
FAM100A			4.988526389304599e-05	0.0019801980198019802	0.618395613326906
CDK4			4.988526389304599e-05	0.0019801980198019802	0.6183571301954506
MON1A			4.988526389304599e-05	0.0019801980198019802	0.6173648090947005
LOC646762			4.988526389304599e-05	0.0019801980198019802	0.6169565385398452
ALKBH2			4.988526389304599e-05	0.0019801980198019802	0.6162176919248228
DDX21			4.988526389304599e-05	0.0019801980198019802	0.6144586386532809
POLR1C			4.988526389304599e-05	0.0019801980198019802	0.6143904982390708
ALG3			4.988526389304599e-05	0.0019801980198019802	0.6118546256468914
RPP40			4.988526389304599e-05	0.0019801980198019802	0.6117486587796739
ANGEL1			4.988526389304599e-05	0.0019801980198019802	0.6113878002150577
SNORA9			4.988526389304599e-05	0.0019801980198019802	0.6113313416098084
FLJ32549			4.988526389304599e-05	0.0019801980198019802	0.6105240026647384
TRAP1			4.988526389304599e-05	0.0019801980198019802	0.6103333815653
SLC25A26			4.988526389304599e-05	0.0019801980198019802	0.610084283710584
C19ORF48			4.988526389304599e-05	0.0019801980198019802	0.6096749579716563
MNT			4.988526389304599e-05	0.0019801980198019802	0.609080312635994
SUPV3L1			4.988526389304599e-05	0.0019801980198019802	0.6090575347752053
KIAA1553			4.988526389304599e-05	0.0019801980198019802	0.6085690643958278
EMR2			4.988526389304599e-05	0.0019801980198019802	0.6084154612584767
HSPA8			4.988526389304599e-05	0.0019801980198019802	0.6083662267400296
PTRH2			4.988526389304599e-05	0.0019801980198019802	0.6079981671172706
C1ORF51			4.988526389304599e-05	0.0019801980198019802	0.6071209939180804
MRPL12			4.988526389304599e-05	0.0019801980198019802	0.6071111401370629
UTP14A			4.988526389304599e-05	0.0019801980198019802	0.6065499799172782
RBM13			4.988526389304599e-05	0.0019801980198019802	0.6057119534006826
SLC25A19			4.988526389304599e-05	0.0019801980198019802	0.6053470736839347
SLC39A11			4.988526389304599e-05	0.0019801980198019802	0.6045431420577755
GMDS			4.988526389304599e-05	0.0019801980198019802	0.6028432842526918
PCYOX1L			4.988526389304599e-05	0.0019801980198019802	0.6021526925663299
KATNB1			4.988526389304599e-05	0.0019801980198019802	0.6008256288982703
CECR5			4.988526389304599e-05	0.0019801980198019802	0.6006958223918509
NME1			4.988526389304599e-05	0.0019801980198019802	0.6005814748913811
RPP14			4.988526389304599e-05	0.0019801980198019802	0.5998203892269387
SLC29A2			4.988526389304599e-05	0.0019801980198019802	0.5994681593097227
AMPD2			4.988526389304599e-05	0.0019801980198019802	0.59887699204036
SC65			4.988526389304599e-05	0.0019801980198019802	0.5988426167779399
RANBP1			4.988526389304599e-05	0.0019801980198019802	0.5986102620871232
GPD1L			4.988526389304599e-05	0.0019801980198019802	0.5980296850124434
DFFA			4.988526389304599e-05	0.0019801980198019802	0.5961287910182577
MYBBP1A			4.988526389304599e-05	0.0019801980198019802	0.59610114313613
SCARB1			4.988526389304599e-05	0.0019801980198019802	0.5953094918252865
SRPRB			4.988526389304599e-05	0.0019801980198019802	0.5948538288848985
AKAP1			4.988526389304599e-05	0.0019801980198019802	0.5935341538712313
UMPS			4.988526389304599e-05	0.0019801980198019802	0.5930426799006716
LOC153364			4.988526389304599e-05	0.0019801980198019802	0.5919541903634308
C12ORF45			4.988526389304599e-05	0.0019801980198019802	0.5910964030599893
MXI1			4.988526389304599e-05	0.0019801980198019802	0.5905485052166076
DUSP2			4.988526389304599e-05	0.0019801980198019802	0.5901969662973094
LRP16			4.988526389304599e-05	0.0019801980198019802	0.5901101203754064
TTLL12			4.988526389304599e-05	0.0019801980198019802	0.5900049674762161
DPH1			4.988526389304599e-05	0.0019801980198019802	0.58970486445913
NUFIP1			4.988526389304599e-05	0.0019801980198019802	0.5882393440398224
C3ORF26			4.988526389304599e-05	0.0019801980198019802	0.588163698594555
STEAP3			4.988526389304599e-05	0.0019801980198019802	0.5878613638987417
THOC5			4.988526389304599e-05	0.0019801980198019802	0.5877850296354217
USP36			4.988526389304599e-05	0.0019801980198019802	0.5876178426263201
WDR36			4.988526389304599e-05	0.0019801980198019802	0.5871578453530185
PPAT			4.988526389304599e-05	0.0019801980198019802	0.5862611328622899
FBXO41			4.988526389304599e-05	0.0019801980198019802	0.5855619452707085
LETM1			4.988526389304599e-05	0.0019801980198019802	0.5848446359455899
NHN1			4.988526389304599e-05	0.0019801980198019802	0.584771862193339
MRPS12			4.988526389304599e-05	0.0019801980198019802	0.5829597732137517
PRR5			4.988526389304599e-05	0.0019801980198019802	0.582395986906342
SLC38A5			4.988526389304599e-05	0.0019801980198019802	0.5811976880018227
PMS1			4.988526389304599e-05	0.0019801980198019802	0.580975752510737
PDCD2L			4.988526389304599e-05	0.0019801980198019802	0.5808233206667708
CABC1			4.988526389304599e-05	0.0019801980198019802	0.5796105001357172
MGC4562			4.988526389304599e-05	0.0019801980198019802	0.579370465545584
SOX12			4.988526389304599e-05	0.0019801980198019802	0.5790919389469853
SUV39H2			4.988526389304599e-05	0.0019801980198019802	0.579031378102945
DDX56			4.988526389304599e-05	0.0019801980198019802	0.5783706316414877
HSPA1B			4.988526389304599e-05	0.0019801980198019802	0.5771977408191736
BXDC1			4.988526389304599e-05	0.0019801980198019802	0.5768896213592274
XTP3TPA			4.988526389304599e-05	0.0019801980198019802	0.5767463445759548
C9ORF123			4.988526389304599e-05	0.0019801980198019802	0.5765237347135644
APEX1			4.988526389304599e-05	0.0019801980198019802	0.576011230554697
MTERFD1			4.988526389304599e-05	0.0019801980198019802	0.5755242148212635
PYCR1			4.988526389304599e-05	0.0019801980198019802	0.5746979524027972
ASS1			4.988526389304599e-05	0.0019801980198019802	0.574523741302316
CTPS			4.988526389304599e-05	0.0019801980198019802	0.5743419499920533
QTRT1			4.988526389304599e-05	0.0019801980198019802	0.5740089780364763
ACACA			4.988526389304599e-05	0.0019801980198019802	0.5732413897053307
ZNF420			4.988526389304599e-05	0.0019801980198019802	0.5730640496382319
SURF6			4.988526389304599e-05	0.0019801980198019802	0.572967945149041
PHB			4.988526389304599e-05	0.0019801980198019802	0.5720961943862788
METTL8			4.988526389304599e-05	0.0019801980198019802	0.5704197793856887
DHX33			4.988526389304599e-05	0.0019801980198019802	0.5699742005602964
ADSL			4.988526389304599e-05	0.0019801980198019802	0.5694080720082287
LOC440894			4.988526389304599e-05	0.0019801980198019802	0.5693711333396149
ZNF195			4.988526389304599e-05	0.0019801980198019802	0.5687497921655388
RUVBL2			4.988526389304599e-05	0.0019801980198019802	0.5664274087807465
HEATR2			4.988526389304599e-05	0.0019801980198019802	0.5654446979559055
ARIH2			4.988526389304599e-05	0.0019801980198019802	0.5653505896525831
DNPEP			4.988526389304599e-05	0.0019801980198019802	0.564843068702255
PRMT1			4.988526389304599e-05	0.0019801980198019802	0.5640999822537006
TYW3			4.988526389304599e-05	0.0019801980198019802	0.5620994702045576
IL17D			4.988526389304599e-05	0.0019801980198019802	0.5617069579163599
POLR1E			4.988526389304599e-05	0.0019801980198019802	0.5616487414184579
LYAR			4.988526389304599e-05	0.0019801980198019802	0.5613728060604406
C1ORF163			4.988526389304599e-05	0.0019801980198019802	0.5611529354977726
PLA2G4A			4.988526389304599e-05	0.0019801980198019802	0.5608091688598006
AHSA1			4.988526389304599e-05	0.0019801980198019802	0.559437549678677
LOC388796			4.988526389304599e-05	0.0019801980198019802	0.5586471011519253
STC2			4.988526389304599e-05	0.0019801980198019802	0.557517763933368
POLRMT			4.988526389304599e-05	0.0019801980198019802	0.5567617441516095
GNL2			4.988526389304599e-05	0.0019801980198019802	0.5565555070718543
C14ORF156			4.988526389304599e-05	0.0019801980198019802	0.5561499170136677
KIAA0152			4.988526389304599e-05	0.0019801980198019802	0.5548875846950077
HMBS			4.988526389304599e-05	0.0019801980198019802	0.5542668094779507
MGC16291			4.988526389304599e-05	0.0019801980198019802	0.553998119555991
LOC152217			4.988526389304599e-05	0.0019801980198019802	0.5531884816876218
PAK1IP1			4.988526389304599e-05	0.0019801980198019802	0.5523979404223913
BZW2			4.988526389304599e-05	0.0019801980198019802	0.5518385752114537
ZNF593			4.988526389304599e-05	0.0019801980198019802	0.5516551177139978
MTHFD1			4.988526389304599e-05	0.0019801980198019802	0.5514561476336399
UTP15			4.988526389304599e-05	0.0019801980198019802	0.5514455707612008
FTSJ3			4.988526389304599e-05	0.0019801980198019802	0.5511091705094708
POLR3E			4.988526389304599e-05	0.0019801980198019802	0.5508655978512229
WDR43			4.988526389304599e-05	0.0019801980198019802	0.550700474651482
C4ORF9			4.988526389304599e-05	0.0019801980198019802	0.5502522066290101
ELAC2			4.988526389304599e-05	0.0019801980198019802	0.5499438394624719
RRS1			4.988526389304599e-05	0.0019801980198019802	0.5495388386785193
PELP1			4.988526389304599e-05	0.0019801980198019802	0.5493438694605505
EGR1			4.988526389304599e-05	0.0019801980198019802	0.5485503193911241
RUVBL1			4.988526389304599e-05	0.0019801980198019802	0.5477319389253775
PDCD11			4.988526389304599e-05	0.0019801980198019802	0.5460321633106343
LOC92345			4.988526389304599e-05	0.0019801980198019802	0.5459999964372636
DDX20			4.988526389304599e-05	0.0019801980198019802	0.5433563793131604
FLJ34077			4.988526389304599e-05	0.0019801980198019802	0.5433388776761678
C10ORF61			4.988526389304599e-05	0.0019801980198019802	0.5428536674397325
KIAA1919			4.988526389304599e-05	0.0019801980198019802	0.5426701469642448
IFRD2			4.988526389304599e-05	0.0019801980198019802	0.5423804810639895
FAM98A			4.988526389304599e-05	0.0019801980198019802	0.5422651617669014
NOL8			4.988526389304599e-05	0.0019801980198019802	0.5422218355811849
SFRS8			4.988526389304599e-05	0.0019801980198019802	0.5396313029623473
TUFM			4.988526389304599e-05	0.0019801980198019802	0.5380702589480382
YRDC			4.988526389304599e-05	0.0019801980198019802	0.5372219810729555
NOC3L			4.988526389304599e-05	0.0019801980198019802	0.5370220098111637
DPH2			4.988526389304599e-05	0.0019801980198019802	0.5369378895602581
LIAS			4.988526389304599e-05	0.0019801980198019802	0.5363992479185322
TIMM50			4.988526389304599e-05	0.0019801980198019802	0.5357437223397874
RP13-15M17.2			4.988526389304599e-05	0.0019801980198019802	0.5353495186357724
GPATC4			4.988526389304599e-05	0.0019801980198019802	0.5348826847046612
MRE11A			4.988526389304599e-05	0.0019801980198019802	0.5346309514628743
TSEN2			4.988526389304599e-05	0.0019801980198019802	0.5345566716278896
LAS1L			4.988526389304599e-05	0.0019801980198019802	0.5343468776704786
LOC90624			4.988526389304599e-05	0.0019801980198019802	0.5333405145763048
BYSL			4.988526389304599e-05	0.0019801980198019802	0.5327819683512192
RPL22L1			4.988526389304599e-05	0.0019801980198019802	0.5326810710272725
RPIA			4.988526389304599e-05	0.0019801980198019802	0.5323656898531431
C19ORF2			4.988526389304599e-05	0.0019801980198019802	0.5322828327644403
ST6GALNAC4			4.988526389304599e-05	0.0019801980198019802	0.5319021588116307
C1ORF2			4.988526389304599e-05	0.0019801980198019802	0.5318365712793944
EBNA1BP2			4.988526389304599e-05	0.0019801980198019802	0.5316516086727695
HSPA9B			4.988526389304599e-05	0.0019801980198019802	0.531263561564515
B4GALT2			4.988526389304599e-05	0.0019801980198019802	0.5307281730515174
SETDB2			4.988526389304599e-05	0.0019801980198019802	0.530503259652533
KIAA1545			4.988526389304599e-05	0.0019801980198019802	0.5298141573175117
GTF3A			4.988526389304599e-05	0.0019801980198019802	0.5297057408074957
WDR75			4.988526389304599e-05	0.0019801980198019802	0.529547101199631
INTS10			4.988526389304599e-05	0.0019801980198019802	0.5294414435555405
CTA-126B4.3			4.988526389304599e-05	0.0019801980198019802	0.5288980459131088
CDCA7			4.988526389304599e-05	0.0019801980198019802	0.5288840734458135
COASY			4.988526389304599e-05	0.0019801980198019802	0.5282092944051088
APRT			4.988526389304599e-05	0.0019801980198019802	0.5280309825961361
MCM3			4.988526389304599e-05	0.0019801980198019802	0.5276188074246903
NOL10			4.988526389304599e-05	0.0019801980198019802	0.5275642100102939
BEX2			4.988526389304599e-05	0.0019801980198019802	0.5263670900165625
CCDC59			4.988526389304599e-05	0.0019801980198019802	0.5263606780016451
CHCHD4			4.988526389304599e-05	0.0019801980198019802	0.5254485331329104
SDCCAG3			4.988526389304599e-05	0.0019801980198019802	0.5252145476831119
WDR4			4.988526389304599e-05	0.0019801980198019802	0.5249636982319025
TXNDC14			4.988526389304599e-05	0.0019801980198019802	0.5244536791168437
HSPE1			4.988526389304599e-05	0.0019801980198019802	0.5235422706475369
NOP5			4.988526389304599e-05	0.0019801980198019802	0.5226610648563675
HS3ST3A1			4.988526389304599e-05	0.0019801980198019802	0.5222665063015419
SNORA24			4.988526389304599e-05	0.0019801980198019802	0.5222336990912333
C22ORF16			4.988526389304599e-05	0.0019801980198019802	0.5216221378912209
TOP1MT			4.988526389304599e-05	0.0019801980198019802	0.5216085481176204
PDK1			4.988526389304599e-05	0.0019801980198019802	0.5215355106720727
MDN1			4.988526389304599e-05	0.0019801980198019802	0.5213868135267626
DGAT2			4.988526389304599e-05	0.0019801980198019802	0.5209652873918968
C2ORF3			4.988526389304599e-05	0.0019801980198019802	0.5207743497915203
LOC93622			4.988526389304599e-05	0.0019801980198019802	0.5202067966942643
C6ORF108			4.988526389304599e-05	0.0019801980198019802	0.5198165292494077
REXO2			4.988526389304599e-05	0.0019801980198019802	0.5198097837821607
LTV1			4.988526389304599e-05	0.0019801980198019802	0.5196914946571063
C6ORF48			4.988526389304599e-05	0.0019801980198019802	0.5188588308920885
AATF			4.988526389304599e-05	0.0019801980198019802	0.5186540182517684
MYCBP2			4.988526389304599e-05	0.0019801980198019802	0.5171274605338718
POFUT1			4.988526389304599e-05	0.0019801980198019802	0.5171204574922226
HYPK			4.988526389304599e-05	0.0019801980198019802	0.5162657840400491
GAS5			4.988526389304599e-05	0.0019801980198019802	0.5159942695312499
MINA			4.988526389304599e-05	0.0019801980198019802	0.5159818689748802
IL1RL2			4.988526389304599e-05	0.0019801980198019802	0.5159083870009271
TATDN2			4.988526389304599e-05	0.0019801980198019802	0.5158405704717961
CCT3			4.988526389304599e-05	0.0019801980198019802	0.5154162053738266
SHB			4.988526389304599e-05	0.0019801980198019802	0.5153874555401052
HSP90AB1			4.988526389304599e-05	0.0019801980198019802	0.5150819074736948
PABPC4			4.988526389304599e-05	0.0019801980198019802	0.5148364474699288
PRR6			4.988526389304599e-05	0.0019801980198019802	0.5147631533025668
SLC25A38			4.988526389304599e-05	0.0019801980198019802	0.514196651591398
TTC27			4.988526389304599e-05	0.0019801980198019802	0.5138446825252168
SLC39A4			4.988526389304599e-05	0.0019801980198019802	0.5137077546697871
ELP3			4.988526389304599e-05	0.0019801980198019802	0.513490991994193
ZC3H8			4.988526389304599e-05	0.0019801980198019802	0.513289447115195
EIF4EBP3			4.988526389304599e-05	0.0019801980198019802	0.513101044581012
DYRK4			4.988526389304599e-05	0.0019801980198019802	0.5126631163388621
GTF3C4			4.988526389304599e-05	0.0019801980198019802	0.5126162758336279
PNPO			4.988526389304599e-05	0.0019801980198019802	0.5119439740201734
FEM1A			4.988526389304599e-05	0.0019801980198019802	0.5117387049071239
PARVB			4.988526389304599e-05	0.0019801980198019802	0.5115944464269481
FRAT2			4.988526389304599e-05	0.0019801980198019802	0.5099134125979036
GLS2			4.988526389304599e-05	0.0019801980198019802	0.5092932643697007
WDR67			4.988526389304599e-05	0.0019801980198019802	0.5089322664594347
SLC27A2			4.988526389304599e-05	0.0019801980198019802	0.5088137362070154
DCAL1			4.988526389304599e-05	0.0019801980198019802	0.5086923667892141
REPIN1			4.988526389304599e-05	0.0019801980198019802	0.5084299625111212
SCAMP3			4.988526389304599e-05	0.0019801980198019802	0.5080501219872458
SLC6A8			4.988526389304599e-05	0.0019801980198019802	0.5070163421721786
UNG			4.988526389304599e-05	0.0019801980198019802	0.5066637726116177
FLJ10661			4.988526389304599e-05	0.0019801980198019802	0.5051877799705721
GSPT1			4.988526389304599e-05	0.0019801980198019802	0.5051590405045437
LHX6			4.988526389304599e-05	0.0019801980198019802	0.5037352078078953
AARSD1			4.988526389304599e-05	0.0019801980198019802	0.503530135156053
ATR			4.988526389304599e-05	0.0019801980198019802	0.5034850870106337
FKBP11			4.988526389304599e-05	0.0019801980198019802	0.5033374845495107
FBXW9			4.988526389304599e-05	0.0019801980198019802	0.5030357122353772
GART			4.988526389304599e-05	0.0019801980198019802	0.5025577453108437
PPIF			4.988526389304599e-05	0.0019801980198019802	0.5024981408725125
C8ORF55			4.988526389304599e-05	0.0019801980198019802	0.5024905995166147
PEG3			4.988526389304599e-05	0.0019801980198019802	0.5024744259080607
PPRC1			4.988526389304599e-05	0.0019801980198019802	0.5024734005366127
DPP7			4.988526389304599e-05	0.0019801980198019802	0.5022920838359151
NETO2			4.988526389304599e-05	0.0019801980198019802	0.5021110201077199
GTF2H1			4.988526389304599e-05	0.0019801980198019802	0.5020464696419107
AKT1S1			4.988526389304599e-05	0.0019801980198019802	0.5014936043690185
SLC16A7			4.988526389304599e-05	0.0019801980198019802	0.5008001250887778
LOC284184			4.988526389304599e-05	0.0019801980198019802	0.5005937967157222
LOC150223			4.988526389304599e-05	0.0019801980198019802	0.5005160664648463
PDRG1			4.988526389304599e-05	0.0019801980198019802	0.5002514857842872
TUSC4			4.988526389304599e-05	0.0019801980198019802	0.5001701171938641
NME4			4.988526389304599e-05	0.0019801980198019802	0.5001678149651088
RAN			4.988526389304599e-05	0.0019801980198019802	0.5001009828663269
DUSP23			4.988526389304599e-05	0.0019801980198019802	0.49978029996818374
DHX30			4.988526389304599e-05	0.0019801980198019802	0.499675110872216
DDR2			4.988526389304599e-05	0.0019801980198019802	0.4994833509668357
C12ORF43			4.988526389304599e-05	0.0019801980198019802	0.4988435910268422
SLC43A3			4.988526389304599e-05	0.0019801980198019802	0.49875718777030503
LOC643287			4.988526389304599e-05	0.0019801980198019802	0.498544043476477
FBXO17			4.988526389304599e-05	0.0019801980198019802	0.4984684690861336
GAL			4.988526389304599e-05	0.0019801980198019802	0.4970807261736335
CD320			4.988526389304599e-05	0.0019801980198019802	0.49611548086116536
DLEU1			4.988526389304599e-05	0.0019801980198019802	0.4960265172969184
RP6-166C19.1			4.988526389304599e-05	0.0019801980198019802	0.4953674355787096
LOC90784			4.988526389304599e-05	0.0019801980198019802	0.49524249305955503
MRPL17			4.988526389304599e-05	0.0019801980198019802	0.49516979877964884
HIG2			4.988526389304599e-05	0.0019801980198019802	0.4948020603016783
QSCN6L1			4.988526389304599e-05	0.0019801980198019802	0.49364454720867545
SETD6			4.988526389304599e-05	0.0019801980198019802	0.4931312588754721
RSAD1			4.988526389304599e-05	0.0019801980198019802	0.493063915959043
RCL1			4.988526389304599e-05	0.0019801980198019802	0.4928612714223948
TMEM48			4.988526389304599e-05	0.0019801980198019802	0.49278881391603063
QTRTD1			4.988526389304599e-05	0.0019801980198019802	0.49186104065961217
WDR35			4.988526389304599e-05	0.0019801980198019802	0.4913040029307721
RG9MTD1			4.988526389304599e-05	0.0019801980198019802	0.49123346310838883
PIGW			4.988526389304599e-05	0.0019801980198019802	0.49049567795057214
POLR2D			4.988526389304599e-05	0.0019801980198019802	0.49012232253879223
LOC286208			4.988526389304599e-05	0.0019801980198019802	0.4900953759196251
NAGPA			4.988526389304599e-05	0.0019801980198019802	0.4900863300315017
C20ORF6			4.988526389304599e-05	0.0019801980198019802	0.48994723865263257
DDX55			4.988526389304599e-05	0.0019801980198019802	0.4897063229071334
ASB13			4.988526389304599e-05	0.0019801980198019802	0.4890469640084454
TBC1D4			4.988526389304599e-05	0.0019801980198019802	0.48819668821186124
CCT7			4.988526389304599e-05	0.0019801980198019802	0.4879534199784052
ANAPC1			4.988526389304599e-05	0.0019801980198019802	0.4878804196105261
EXOSC2			4.988526389304599e-05	0.0019801980198019802	0.4877683789256743
CHCHD6			4.988526389304599e-05	0.0019801980198019802	0.4875716533283678
DPH5			4.988526389304599e-05	0.0019801980198019802	0.4873533751183903
POLR3K			4.988526389304599e-05	0.0019801980198019802	0.4871224206635129
